goodreads_book_id,authors,original_publication_year,original_title,average_rating,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
8230409,"Julietta Suzuki, Tomo Kimura",2008.0,神様はじめました 1,4.38,352,608,2414,4728,12625
23587984,Colleen Hoover,2014.0,Maybe Not,4.14,310,1009,4677,9769,11340
147801,D.J. MacHale,2004.0,Black Water,4.16,181,636,3640,7120,8723
121648,Agatha Christie,1942.0,Five Little Pigs,3.95,113,807,6389,10238,7201
9265453,China Miéville,2011.0,Embassytown,3.86,515,1311,4527,8335,5828
15752,Dean Koontz,2002.0,By the Light of the Moon,3.84,264,1118,5698,7569,5540
3581,Arthur Conan Doyle,1927.0,"Sherlock Holmes: The Complete Novels and Stories, Volume I",4.45,92,194,1676,5641,10479
246225,Dorothy L. Sayers,1930.0,Strong Poison,4.14,224,589,3601,8103,8341
77281,Gary Larson,1984.0,The Far Side Gallery,4.42,110,281,2205,5944,11579
13581990,Julie Kagawa,2013.0,The Eternity Cure,4.26,438,917,4020,9220,14746
238125,J.D. Robb,1998.0,Holiday in Death,4.31,54,360,3810,10087,13162
16090981,Tarryn Fisher,2013.0,Thief,4.4,340,755,2930,7815,16939
166562,Aron Ralston,2004.0,Between a Rock and a Hard Place,3.82,405,1201,4265,6428,4739
618177,David Gemmell,1984.0,Legend ,4.25,198,644,2946,6695,10037
11737313,Sheila Turnage,2012.0,,4.01,524,908,3404,6405,7059
23223,Meg Cabot,2004.0,"Every Boy's Got One (Boy, #3)",3.77,477,1587,6350,7178,6061
231585,Ann Rule,1987.0,Small Sacrifices: A True Story of Passion and Murder,4.2,112,404,3102,6672,7971
25430584,Chris Bohjalian,2016.0,,3.68,418,1354,5382,8035,3392
8044557,"Avery Monsen, Jory John",2010.0,All My Friends Are Dead,4.24,236,662,3131,6169,9898
617526,Matthew Reilly,2007.0,The Six Sacred Stones,4.16,231,667,3025,6444,8034
534733,Nora Roberts,1998.0,Rising Tides (Chesapeake Bay Saga #2),4.16,68,616,4923,9286,10420
2879,Tite Kubo,2004.0,Bleach―ブリーチ― 15,4.41,179,460,2037,3934,10558
35488,"Johnny Cash, Patrick   Carr",1997.0,Cash: The Autobiography of Johnny Cash,4.08,243,585,3076,5874,6215
115130,Sidney Sheldon,1976.0,A Stranger in the Mirror,3.61,430,1621,5518,5509,3561
13067,Carl Hiaasen,2005.0,Flush,3.86,306,1218,5764,8377,6101
781787,"Isak Dinesen, Karen Blixen",1937.0,Out of Africa,3.96,405,1353,5209,9006,8212
57951,Robert Crais,2007.0,The Watchman,4.1,196,515,3370,8108,6992
13530973,Nassim Nicholas Taleb,2012.0,Antifragile: Things That Gain from Disorder,4.04,705,1113,2979,5654,8055
16122163,Molly McAdams,2012.0,,4.13,761,1238,3866,8237,12065
13259270,Sam Harris,2012.0,Free Will,3.83,615,1206,3887,5979,5226
24529123,Marieke Nijkamp,2016.0,This Is Where It Ends,3.63,1281,3106,7170,8414,7166
793399,Rachel Vincent,2007.0,Stray,3.79,1370,2607,7014,9399,10072
2285777,Elin Hilderbrand,2008.0,A Summer Affair,3.66,487,1889,6361,6956,4713
13262061,Rebecca Stead,2012.0,Liar & Spy,3.81,577,1306,5211,7835,5653
7993,"Brian Jacques, Gary Chalk",1991.0,Mariel of Redwall,3.96,108,851,6051,8437,7117
5752,Steven Pinker,2002.0,The Blank Slate: The Modern Denial of Human Nature,4.07,397,803,2781,5801,6647
866136,Peter F. Hamilton,2007.0,The Dreaming Void,4.18,160,494,2781,7678,7527
5135798,Meg Cabot,2009.0,Being Nikki,3.87,421,1854,6931,9011,8348
104837,"William Shakespeare, Cynthia Marshall, Barbara A. Mowat, Paul Werstine",1606.0,The Tragedie of Antony and Cleopatra,3.67,369,2123,7948,8298,5373
303472,Margaret Peterson Haddix,2001.0,"Among the Impostors (Shadow Children, #2)",4.05,164,764,5311,9075,8595
7775611,Christopher Pike,2010.0,The Eternal Dawn,4.14,549,1052,2875,4005,9053
169331,Zane,1998.0,Addicted,4.26,442,672,1944,3591,8531
10677277,Kristen Simmons,2012.0,Article 5,3.78,1007,2127,6014,8111,7737
28212,"Randy Shilts, William Greider",1987.0,"And the Band Played On: Politics, People, and the AIDS Epidemic",4.37,152,324,1945,5815,9717
17930773,Laurelin Paige,2013.0,Found in You,4.27,219,723,3903,10649,13768
1928873,Lara Adrian,2008.0,Midnight Rising,4.23,149,682,4582,10267,12982
21719,Karin Slaughter,2002.0,Kisscut,4.12,165,616,4035,9035,8399
11266880,"Miranda July, Brigitte Sire",2011.0,,3.88,690,1336,3584,4480,6285
50275,"Hubert Selby Jr., Gilbert Sorrentino",1964.0,Last Exit to Brooklyn,3.94,428,1029,3658,6593,5865
53969,"Mario Vargas Llosa, Edith Grossman",2000.0,La fiesta del chivo,4.22,189,557,2348,6291,7773
318404,Jordan Sonnenblick,2004.0,"Drums, Girls & Dangerous Pie",4.25,300,617,2866,6885,10209
21412400,Miranda July,2015.0,The First Bad Man,3.58,885,1914,4602,6088,3809
28698,Tad Williams,1993.0,To Green Angel Tower (Storm),4.19,187,657,3118,6749,8702
17204860,Jay Crownover,2013.0,Jet,4.09,239,1063,6256,13787,12242
3656,John Banville,2005.0,The Sea,3.49,937,2471,5705,6140,3746
18656055,"James Patterson, David Ellis",2014.0,Invisible,4.05,268,705,3536,7704,6754
32434,Dean Koontz,1993.0,Mr. Murder,3.72,329,1584,6533,7362,4930
6933876,Gail Carriger,2010.0,Changeless,4.0,172,1084,7387,14794,10027
185253,L.E. Modesitt Jr.,1991.0,The Magic of Recluce,3.84,457,1402,4952,7109,5889
71771,John Jakes,1974.0,"The Bastard (Kent Family Chronicles, Vol. 1)",4.09,186,653,3923,6791,7599
13330370,Ben H. Winters,2012.0,The Last Policeman,3.76,232,1025,5173,8774,3460
93269,George R. Stewart,1949.0,Earth Abides,3.96,410,1231,3943,6678,6844
136636,"Douglas Preston, Lincoln Child",1999.0,Thunderhead,4.09,146,607,4138,8216,7756
8966,Darren Shan,2002.0,"Allies of the Night (Cirque Du Freak, Book 8)",4.19,128,686,3587,6605,9289
9637479,Thea Harrison,2011.0,Dragon bound,4.13,776,1461,5063,10837,14485
77395,L.M. Montgomery,1919.0,Rainbow Valley,4.0,212,1369,6925,10355,10436
10574,Stephen King,2005.0,The Colorado Kid,3.28,1068,3597,8765,6130,2962
351064,"Diane Mowat, W.W. Jacobs",1902.0,The Monkey's Paw,3.85,326,1187,4909,6243,5544
6554,John Saul,1991.0,Darkness,3.92,223,794,4744,6013,5686
260791,"Jerry Bridges, Foster W. Cline, Jim Fay",1978.0,The Pursuit of Holiness,4.28,148,345,2131,4793,7498
674220,Lisa Kleypas,2004.0,Again the Magic ,4.05,475,1081,5211,9597,10061
104219,Anne Rivers Siddons,1998.0,Low Country,3.96,172,600,4147,6475,5192
7558747,Jennifer Donnelly,2010.0,Revolution,4.02,592,1363,4626,8627,9635
60229,Eric S. Nylund,2001.0,The Fall of Reach,4.25,96,432,2462,5746,7803
13241659,Kim Harrison,2013.0,,4.45,69,274,2270,8588,14830
455764,Frank De Felitta,1975.0,Audrey Rose,3.86,301,1187,5042,5533,5825
28251002,Nathan  Hill,2016.0,The Nix,4.12,372,1029,3985,9628,10246
9436632,Sophie Jordan,2011.0,Vanish,3.95,476,1645,6345,9236,9818
24494,Bill Watterson,1989.0,The Calvin and Hobbes Lazy Sunday Book,4.66,60,157,1075,3478,14070
48037,J. Sheridan Le Fanu,1872.0,Carmilla,3.83,338,1449,7088,9344,6773
47619,Garth Nix,2004.0,Drowned Wednesday,3.85,217,1151,6456,8307,6112
82434,Melina Marchetta,2003.0,Saving Francesca,3.97,643,1501,5587,10096,9565
13345975,K.A. Linde,2012.0,Avoiding Commitment,3.85,1444,2174,5960,9706,10226
13521399,"James Patterson, Maxine Paetro",2012.0,Confessions of a murder suspect,3.89,538,1552,5304,7683,7609
156529,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2005.0,Y: The Last Man Vol. 6: Girl on Girl,4.21,203,561,3305,7786,9400
2017056,Chris Bohjalian,2008.0,Skeletons at the Feast,3.99,311,846,3968,8762,6359
643962,Sue Grafton,1994.0,L is for Lawless,3.91,111,727,6844,9542,6533
69392,Jerry Spinelli,2003.0,Milkweed,4.0,329,1032,4327,7542,7362
181601,"Laura Joffe Numeroff, Felicia Bond",2000.0,If You Give a Pig a Party (If You Give...),4.22,200,669,3376,4740,9409
22326,William Gibson,1993.0,Virtual Light,3.84,134,906,5272,7689,4444
6404621,Craig Ferguson,2009.0,American on Purpose,3.96,444,799,3838,7232,6116
3240483,Michael J. Fox,2008.0,Always Looking Up: The Adventures of an Incurable Optimist,3.82,397,1268,4800,6310,5227
6584134,Sarah MacLean,2010.0,Nine Rules to Break When Romancing a Rake,4.08,527,1145,5301,11221,11645
12888599,Charlotte Rogan,2012.0,The Lifeboat,3.2,796,3605,8615,5897,1681
538845,"Henryk Sienkiewicz, W.S. Kuniczak",1895.0,Quo vadis?,4.13,326,966,3527,6522,9030
16068780,Amy Ewing,2014.0,The Jewel,3.86,713,1827,5852,8886,8191
312043,Chris d'Lacey,2001.0,The Fire Within,3.76,968,2203,5865,6732,7541
13815,"Raymond E. Feist, Janny Wurts",1990.0,"Servant of the Empire (The Empire Trilogy, #2)",4.27,108,513,3170,7350,10335
2195309,Nora Roberts,2008.0,The Hollow,4.11,219,957,4993,8894,10340
770038,"Deborah Guarino, Steven Kellogg",1989.0,Is Your Mama A Llama?,4.16,259,793,3760,5466,9295
22540125,Anna Todd,2013.0,After We Collided,3.73,1619,2520,5459,6492,8737
13331184,Jacob Tomsky,2012.0,"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality",3.54,596,1836,5894,6199,3219
38855,Tony Horwitz,1998.0,Confederates in the Attic: Dispatches from the Unfinished Civil War,4.08,202,634,3100,7051,6402
12924261,David Wong,2012.0,,4.26,94,381,2466,6967,8145
342637,"Robert Descharnes, Gilles Néret",1994.0,Dali: The Paintings,4.17,322,707,2442,3897,7395
144791,Matthew Reilly,2005.0,Seven Ancient Wonders,4.08,437,919,3083,6268,7699
7202825,Cherrie Lynn,2009.0,,3.89,580,1571,7119,11411,8723
30224,Laurell K. Hamilton,2006.0,Mistral's Kiss,4.03,456,1695,5877,8400,11440
1044141,Stephen R. Covey,,,3.99,319,789,2989,4904,5395
4497978,Larissa Ione,2009.0,Desire Unchained (Shadow Lover),4.25,239,768,4093,9898,13521
21323,"Dean Koontz, Leigh Nichols",2000.0,Cold Fire ; Hideaway; The Key to Midnight,4.16,291,540,3153,5715,7882
7617119,Dan Wells,2009.0,"I Am Not A Serial Killer (John Cleaver, #1)",3.77,602,1829,5770,8169,6090
23492613,Laura Dave,2015.0,Eight Hundred Grapes,3.58,373,1618,5989,6819,2858
84022,Fannie Flagg,1998.0,"Welcome to the World, Baby Girl!",3.84,199,1066,5513,7936,5024
23966,Irvine Welsh,1998.0,Filth,3.76,463,1351,4679,6637,4541
47076,Lori Lansens,2005.0,The Girls,3.79,377,1168,4640,7583,4357
28686830,Janet Evanovich,2016.0,Turbo Twenty-Three,3.75,291,1624,7442,8110,5681
30347,Sandra Brown,1999.0,The Alibi,4.03,177,707,4254,7586,6730
12408149,Wiley Cash,2012.0,A Land More Kind Than Home,3.84,311,902,4603,7969,4361
233722,Ann M. Martin,1986.0,Kristy's Great Idea,3.94,616,1473,5790,6114,9193
12107920,Roland Smith,2012.0,,4.17,306,712,3463,4758,8930
17704902,Sheri  Fink,2013.0,,3.87,356,1108,4001,6810,5021
52415,"Henning Mankell, Steven T. Murray",1996.0,Den femte kvinnan,4.02,210,564,3567,8339,5701
2845287,Sarah Vowell,2008.0,The Wordy Shipmates,3.66,470,1568,5652,7337,3759
780581,"Guy de Maupassant, Douglas Parmée",1885.0,Bel-Ami,3.81,344,1409,5574,7916,5509
30043,Norman Maclean,1976.0,A River Runs Through It and Other Stories,4.17,211,655,2972,6343,7935
10836813,"María Dueñas, Daniel Hahn",2009.0,El tiempo entre costuras,4.04,252,861,3367,7395,6595
5198,Toni Morrison,1997.0,,3.77,685,1415,4877,6688,5414
22325,William Gibson,1996.0,Idoru,3.78,147,1003,5421,7423,3939
15803757,Kristan Higgins,2013.0,The Best Man,3.93,629,1001,4553,7774,7020
47520,Diana Wynne Jones,1990.0,Castle in the Air,3.93,175,1119,6799,11091,7586
10706120,Jude Watson,2011.0,A King's Ransom,4.14,332,739,3602,5110,8686
7054123,Deborah Blum,2010.0,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,4.0,455,886,4030,7784,7068
27083865,Penelope Ward,2016.0,RoomHate,4.07,555,1378,4529,9143,10721
2954411,Elizabeth Scott,2008.0,Living Dead Girl,3.83,819,1845,5781,7976,7906
159964,"Anonymous, Ananda Maitreya, Thich Nhat Hanh, Balangoda Ananda Maitreya Maitreya",-500.0,धर्मपद [Dhammapada],4.29,213,516,2436,4866,9083
13412515,Kristen Ashley,2012.0,Law Man,4.33,211,745,4303,12340,18256
128754,Kathy Reichs,2000.0,Deadly Décisions,3.93,135,865,6562,10221,6935
23317538,Brené Brown,2015.0,Rising Strong,4.19,506,922,3320,8037,11134
13642963,Alan Bradley,2013.0,Speaking from Among the Bones,4.17,242,540,3474,10822,9469
5551522,"James Patterson, Maxine Paetro",2009.0,Swimsuit,3.63,707,1907,6321,6749,4768
56634,Elisabeth Elliot,1956.0,Through Gates of Splendor,4.38,162,337,1951,4938,9674
15832316,Tarryn Fisher,2012.0,Dirty Red,4.22,281,868,3864,9830,12284
20958632,Holly Black,2015.0,The Darkest Part of the Forest,3.91,491,1487,5577,10166,7777
73095,Susan Elizabeth Phillips,1998.0,Dream a Little Dream,4.18,174,704,4437,9459,11064
2508854,"خالد الخميسي, Khaled Al Khamissi",2006.0,تاكسي: حواديت المشاوير,3.68,439,1139,4102,5416,3125
51113,Gail Tsukiyama,1994.0,The Samurai's Garden,4.12,145,558,3152,7152,6767
25883848,Sally   Thorne,2016.0,The Hating Game,4.24,432,1049,3720,9290,14111
23746004,Julia Heaberlin,2015.0,Black-Eyed Susans,3.78,383,1134,4866,8273,4194
17673307,Penny Reid,2013.0,Neanderthal Seeks Human,3.96,811,1635,6111,10828,10564
9918083,"Scott Westerfeld, Keith Thompson",2011.0,Goliath,4.25,167,559,3594,9438,11633
824763,"Akira Amano, JN Productions, Frances E. Wall",2004.0,家庭教師ヒットマンREBORN! 1,4.22,397,750,2404,3362,8530
12922320,Karin Slaughter,2012.0,Criminal,4.21,171,522,3134,8309,9126
19687,Tom Clancy,2000.0,The Bear and the Dragon,3.79,414,1400,5479,7608,5289
17707605,Sue Grafton,2013.0,W is for Wasted,3.86,267,963,5789,9555,5528
101249,Alton Brown,2002.0,I'm Just Here for the Food: Food + Heat = Cooking,4.21,277,525,2514,5550,7841
42909,James Herriot,1976.0,Vets Might Fly and Vet in a Spin,4.39,109,245,2467,7537,11956
84135,Sherrilyn Kenyon,2005.0,Sins of the Night,4.18,130,890,5620,10622,13205
10345937,Beth Revis,2013.0,Shades of Earth,4.11,445,1146,4734,9221,11293
13661,Ursula K. Le Guin,1990.0,Tehanu,3.89,375,1435,5643,8668,7086
13517455,Amy Tintera,2013.0,Reboot,3.92,502,1494,5622,10225,7976
25065629,Carrie Brownstein,2015.0,Hunger Makes Me a Modern Girl,3.88,366,960,4257,7936,5065
13533740,Jon Meacham,2012.0,Thomas Jefferson: The Art of Power,3.99,692,843,3518,7755,7045
16360,Agatha Christie,1936.0,Murder in Mesopotamia,3.86,108,957,7300,9946,6181
12013,Iain M. Banks,1996.0,Excession,4.19,104,544,3026,7117,8042
5175,Pearl Cleage,1997.0,What Looks Like Crazy on an Ordinary Day,3.7,359,1568,5728,6439,4350
257990,Sue Grafton,1990.0,G is for Gumshoe,3.9,69,631,7360,10467,6237
17333431,David Baldacci,2013.0,King & Maxwell,4.03,132,643,4106,8871,6344
21027,Irvin D. Yalom,1989.0,Love's Executioner & Other Tales of Psychotherapy,4.18,237,547,2468,5725,7157
3342764,Trudi Canavan,2009.0,The Magician's Apprentice,3.94,325,1049,4419,7005,6291
459064,Steven Erikson,2007.0,Reaper's Gale,4.34,98,328,2179,6949,9739
17324,Frank E. Peretti,1999.0,The Visitation,3.91,347,1125,4049,5683,5803
7202841,"Joe Hill, Gabriel Rodríguez",2010.0, Crown of Shadows,4.41,121,262,1942,7404,11626
180463,The Arbinger Institute,2000.0,Leadership and Self Deception: Getting Out of the Box,4.11,303,717,2684,5249,6753
112518,"Arthur C. Clarke, Gentry Lee",1991.0,"The Garden of Rama (Rama, #3)",3.76,439,1425,5008,6079,4901
1756703,Lisa Kleypas,2008.0,,4.21,247,872,4225,9712,12425
133394,Graham Greene,1958.0,Our Man in Havana,3.94,83,647,4277,8698,4729
10889279,"Scott Snyder, Jock, Francesco Francavilla, Jared K. Fletcher, Sal Cipriano, David   Baron",2011.0,Batman: The Black Mirror,4.29,183,466,2226,5070,8421
9682816,"James Patterson, Marshall Karp",2011.0,Kill Me If You Can,4.0,287,773,3982,7122,6452
8952,Darren Shan,2003.0,"Killers of the Dawn (Cirque Du Freak, #9)",4.22,146,658,3231,6353,9399
906560,Corrie ten Boom,1974.0,Tramp for the Lord,4.47,117,262,1717,4353,10528
826583,"Laura Joffe Numeroff, Felicia Bond",2000.0,If You Take a Mouse to the Movies,4.16,252,853,3460,4893,8832
1406197,"Laurell K. Hamilton, Laural Merlington",2007.0,A Lick of Frost,4.12,372,1379,4999,8487,12154
40289,"Orson Scott Card, James Cameron",1989.0,The Abyss,4.06,137,495,3626,6248,5986
8694522,Paula Brackston,1991.0,The Book of Shadows,3.54,621,2198,7280,7554,3783
25573977,"Katarina Bivald, Alice Menzies",2013.0,Läsarna i Broken Wheel rekommenderar,3.56,591,2076,6815,7816,3588
13083008,Dennis Lehane,2012.0,Live by Night,3.89,219,858,4098,7770,4577
12908877,Amy Plum,2012.0,Until I Die,4.17,341,1035,4255,8127,11607
11256979,"Richard Dawkins, Dave McKean",2011.0,The Magic of Reality: How We Know What's Really True,4.04,499,790,3094,5908,6776
35332,"Karen Kingsbury, Gary Smalley",2002.0,Remember,4.41,106,363,1846,4788,9882
13521299,James Patterson,2013.0,"Alex Cross, Run",4.03,139,584,4227,7954,6403
3106441,Christian Lander,2008.0,Stuff White People Like: the Definitive Guide to the Unique Taste of Millions,3.76,414,1294,4620,5603,4473
18754961,Nora Roberts,2014.0,Blood Magick,4.06,258,1146,4523,7238,8974
687215,Stephen R. Donaldson,1977.0,The Power That Preserves,3.99,494,1038,3911,7492,7343
6539596,Marian Keyes,2009.0,The Brightest Star in the Sky,3.65,605,1780,6051,6778,4535
8428195,Heather Dixon,2011.0,Entwined,3.87,776,2219,7258,10297,9986
12867423,Rachel Dratch,2012.0,,3.57,610,1779,5769,5927,3547
23875,Gabriel García Márquez,1961.0,El coronel no tiene quien le escriba,3.71,401,1406,5821,7380,4242
6194,J.M. Coetzee,1980.0,Waiting for the Barbarians,3.94,297,1039,3894,7429,5794
769212,Willy Lindwer,1988.0,The Last Seven Months of Anne Frank,4.34,284,333,1807,4417,8534
21856367,Walter Isaacson,2014.0,"The Innovators: How a Group of Inventors, Hackers, Geniuses and Geeks Created the Digital Revolution",4.03,481,693,2882,6481,6273
316558,Deborah Rodriguez,2007.0,Kabul Beauty School: An American Woman Goes Behind the Veil,3.63,414,1735,6198,6994,3831
4630,Ernest Hemingway,1937.0,To Have and Have Not ,3.57,469,1917,6388,6719,3477
5062,Ken Follett,2001.0,Jackdaws,3.91,167,863,5131,8680,5541
18363068,محمد السالم,2013.0,,3.3,2522,2008,2414,1917,4578
116257,Neal Stephenson,2004.0,The System of the World,4.3,129,454,2187,6167,8836
147243,Ben Mikaelsen,1997.0,Touching Spirit Bear,3.85,725,1400,4201,6249,6275
15803141,Rachel Kushner,2013.0,The Flamethrowers,3.46,811,2029,4423,4827,2852
13125234,Jeaniene Frost,2013.0,Twice Tempted ,4.3,153,640,3892,10605,14451
13547241,Deborah Feldman,2012.0,,3.67,433,1345,4754,5991,3440
18172471,Kiera Cass,2014.0,The Selection Stories: The Prince & The Guard,4.03,319,1346,5813,7983,10135
6474550,Gary Vaynerchuk,2009.0,Crush It!: Why Now Is the Time to Cash in on Your Passion,3.85,536,1405,4310,5641,6034
89190,Alastair Reynolds,2003.0,Redemption Ark,4.13,83,398,3008,8167,6403
1178039,Steve Berry,2007.0,The Venetian Betrayal,3.94,195,786,4737,8330,5786
142080,T.S. Eliot,1963.0,Collected Poems 1909-1962,4.29,162,483,2510,5491,9122
219919,Lloyd C. Douglas,1942.0,The Robe,4.2,167,605,3310,6569,8829
1603923,"Walt Disney Company, Ellen Titlebaum",2002.0,Beauty and the Beast,4.39,174,439,2127,3170,9655
16158508,Anton DiSclafani,2013.0,The Yonahlossee Riding Camp for Girls,3.34,720,2642,6737,5832,2181
19286623,Kylie Scott,2014.0,Lead,4.32,145,658,4138,12166,16892
862350,Kelley Armstrong,2007.0,No Humans Involved,4.2,109,542,4336,9454,10716
298568,"Joseph Delaney, Patrick  Arrasmith",2007.0,Night of the Soul Stealer,4.12,187,620,4209,7654,8526
56465,Gavin de Becker,1997.0,The Gift of Fear: and Other Survival Signals That Protect Us from Violence,4.19,194,587,3086,6513,8328
7124475,Jennifer Echols,2010.0,Endless Summer,4.02,417,1223,3860,5275,7867
8229399,Lincoln Peirce,2010.0,,4.23,572,979,2989,4898,11522
27821486,Mary Kubica,2016.0,Don't You Cry,3.57,578,2056,7077,8212,3707
49245,Willard F. Harley Jr.,1986.0,"Que Necesita El, Que Necesita Ella ",4.11,331,715,2808,5008,7014
31313,Nora Roberts,2006.0,Dance of the Gods,4.13,209,978,4677,8132,10384
7129598,Kelly Creagh,2010.0,Nevermore,3.87,1247,2177,5169,6910,9999
45967,"Sadegh Hedayat, D.P. Costello",1937.0,بوف کور,3.99,401,819,2221,3814,4935
6871646,"Eric Litwin, James Dean",2010.0,,4.41,292,527,2042,4586,11879
7640705,"Jonathan Stroud, Simon  Jones",2010.0,The Ring of Solomon,4.19,329,568,3380,7850,9591
125553,R.L. Stine,1992.0,Welcome to Dead House,3.82,451,1763,5906,5438,7089
142900,Louise Erdrich,2003.0,The Master Butchers Singing Club,4.02,213,692,3569,7727,6011
400924,Glen Cook,1986.0,Chronicles of The Black Company (The Black Company / Shadows Linger / The White Rose),4.2,273,590,2584,6462,8182
22522202,Abbi Glines,2015.0,Until Friday Night,4.01,615,1435,4798,8481,9706
5179,Melinda Haynes,1999.0,Mother of Pearl,3.67,464,1373,5501,6517,3777
25814512,Chris Cleave,2016.0,Everyone Brave Is Forgiven,3.8,362,1190,5437,8621,4776
7682,Michael Crichton,1975.0,The Great Train Robbery,3.84,241,1208,5294,7930,5234
59889,Danielle Steel,2003.0,Safe Harbour,4.04,333,703,3650,5311,6732
297134,Kristin Hannah,2004.0,The Things We Do for Love,4.05,167,559,3914,8153,6418
13927,Juliet Marillier,2000.0,Son of the Shadows,4.32,113,470,3051,8016,11947
41689,Ken Follett,1980.0,The Key to Rebecca,3.86,172,861,5321,8890,4683
9581001,Chloe Neill,2011.0,Hard Bitten,4.17,278,949,5240,11250,13140
120231,"Ina Garten, Maura McEvoy",2002.0,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,4.26,482,427,2018,4650,8604
18331807,Fisher Amelie,2012.0,,4.25,600,1036,3600,8530,14636
32767,"H.P. Lovecraft, China Miéville, S.T. Joshi",1936.0,At the Mountains of Madness,3.93,369,1403,4419,7067,6849
17781,Nora Roberts,2000.0,Heart of the Sea,4.14,123,824,4711,8222,10004
3373198,Lara Adrian,2008.0,Veil of Midnight,4.26,130,603,4063,9551,12701
98807,James Rollins,1999.0,Subterranean,4.01,211,857,4196,6957,6655
39045,Allison Pearson,2001.0,I Don't Know How She Does It,3.3,1002,2829,6336,4911,2625
102958,"Garth Ennis, Steve Dillon",2001.0,,4.33,275,564,2126,5078,10086
22733729,Becky  Chambers,2014.0,"The Long Way to a Small, Angry Planet",4.18,306,805,3179,8272,9838
17961,"Jorge Luis Borges, Andrew Hurley",1998.0,Cuentos completos,4.58,101,216,1050,3853,11527
266607,Holly Black,2002.0,Tithe: A Modern Faerie Tale ,3.92,527,1873,6713,9040,9681
270521,John le Carré,1989.0,The Russia House,3.9,210,804,4735,7545,5134
6905534,Jennifer Lynn Barnes,2010.0,Raised by Wolves,3.94,816,1764,5358,7845,9832
43924,Harlan Coben,2006.0,"Promise Me (Myron Bolitar, #8)",3.96,100,609,4866,9503,5609
6934395,L.J. Smith,2011.0,The Vampire Diaries: The Return: Midnight,3.78,1052,2302,5507,5569,8337
84146,Sherrilyn Kenyon,2006.0,Dark Side of the Moon,4.15,192,1067,5616,9921,12685
522525,"Carol Tavris, Elliot Aronson",2007.0,"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts",3.99,392,851,3443,5444,6222
13765729,T.R. Ragan,2011.0,Abducted,3.94,295,859,3605,6833,5264
10577,"Richard Bachman, Stephen King",1981.0,Roadwork,3.59,494,2162,6977,5825,4564
198331,Clive Cussler,2001.0,"Valhalla Rising (Dirk Pitt, #16)",3.92,170,683,4930,7538,5231
49234,Jared Diamond,1991.0,The Third Chimpanzee: The Evolution and Future of the Human Animal,4.04,234,621,3210,6547,5757
2830067,Dennis Lehane,2008.0,The Given Day,4.03,271,820,3610,8450,6585
760168,"Gina Mayer, Mercer Mayer",1994.0,Just Me in the Tub (Mercer Mayer's Little Critter),4.24,228,593,3250,4024,9284
16096514,Nicole  Williams,2013.0,Crush,4.24,270,906,4031,9269,13465
8429687,Mira Grant,2011.0,Deadline,4.1,293,811,3389,7688,8000
3675828,Harlan Coben,2009.0,Long Lost,3.94,142,824,4944,9011,5867
21722,Karin Slaughter,2005.0,Faithless,4.11,189,560,3455,7879,7299
142292,Jill Bolte Taylor,2006.0,My Stroke of Insight,3.86,259,1378,4614,6702,5556
138395,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2007.0,The Walking Dead 6,4.32,87,323,2434,7020,9668
3300,"Isabel Allende, Margaret Sayers Peden",2006.0,Inés del alma mía,3.9,249,970,4206,6888,5098
32442,Dean Koontz,1991.0,Cold Fire,3.75,218,1248,6301,6985,4687
18295858,Emma Donoghue,2014.0,Frog Music,3.13,1494,3379,6926,5441,1719
15888,Iain Pears,1997.0,An Instance of the Fingerpost,3.93,515,1210,3896,6605,6571
1499340,Donny Dhirgantoro,2005.0,5 cm,3.84,433,1089,2854,4126,4265
61329,"Geoffrey A. Moore, Regis McKenna",1991.0,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,4.0,399,792,2897,5539,5741
1881621,Peach-Pit,2006.0,Shugo Chara! 1 (Shugo Chara!),4.11,501,1166,3064,3875,8901
43926,Harlan Coben,2005.0,The Innocent,3.95,118,694,4878,9558,5504
76688,Isaac Asimov,1985.0,Robots and Empire,4.17,56,430,3468,8256,7866
5130,Aldous Huxley,1962.0,Island,3.87,427,1341,3820,5521,5567
1662160,Neil Shubin,2008.0,Your Inner Fish: A Journey into the 3.5-Billion-Year History of the Human Body,3.97,394,916,3200,6052,5722
123933,Jean-Paul Sartre,1944.0,Huis clos,4.13,253,663,3148,6725,7589
324748,Seth Godin,2007.0,The Dip: A Little Book That Teaches You When to Quit (and When to Stick),3.83,410,1154,4052,5551,4802
11566956,Alison Bechdel,2012.0,Are You My Mother?: A Comic Drama,3.66,697,2193,5326,6382,5090
1433337,Bob Ong,2001.0,ABNKKBSNPLAKo?! (Mga Kwentong Chalk ni Bob Ong),4.2,196,534,2343,4544,6920
10762697,Robin Hobb,2011.0,,4.33,178,374,1840,4844,8291
